Company,Inches,Cpu,Ram,Gpu,OpSys,SSD,Price
Lenovo,15.6,amd ryzen 5 5625u,8gb,integrated graphics,No Os/ Linux,256gb ssd,599

Lenovo,15.6,amd ryzen 5 5625u,16gb,integrated graphics,No Os/ Linux,512gb ssd,909

Lenovo,15.6,amd ryzen 3 7320u,8gb,integrated graphics,No Os/ Linux,256 ssd,470.93

Lenovo,15.6,amd ryzen 5 5500u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,599.02

Lenovo,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,749

MSI,16,intel core i7-13700h,32gb,rtx 4050,No Os/ Linux,1tb ssd,1754.06

Lenovo,15.6,amd ryzen 7 5700u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,749

Lenovo,15.6,intel core i7-1165g7,8 gb,integrated graphics,No Os/ Linux,512gb ssd,639

MSI,14,intel core i7-13700h,32gb,rtx 4070,No Os/ Linux,1tb ssd,2099

HP,17.3,intel core i3-n305,8gb,integrated graphics,No Os/ Linux,512gb ssd,599

MSI,17,intel core i9-13980hx,64gb,rtx 4080,No Os/ Linux,2tb ssd,3199

Alurin,15.6,intel core i5-1155g7,8gb,integrated graphics,No Os/ Linux,500gb ssd,429.9

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,849

Lenovo,14,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1798.56

Microsoft,12.4,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,879

Apple,13.6,m2,8gb,gpu deca core,MacOs,512gb ssd,1489

HP,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,699

HP,15.6,amd ryzen 5 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,779

Apple,13.6,m2,8gb,gpu octa core,MacOs,256gb ssd,1169.01

Dell,15.6,amd ryzen 5 5500u,16gb,integrated graphics,No Os/ Linux,512gb ssd,604.06

Lenovo,15.6,amd ryzen 3 7320u,8gb,integrated graphics,No Os/ Linux,256gb ssd,448.99

Lenovo,15.6,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,512gb ssd,448.99

Asus,14,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,779

Asus,17.3,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,769.98

Apple,14.2,m1 pro,32gb,integrated graphics,MacOs,512gb ssd,2058.99

Lenovo,15.6,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,512gb ssd,1859

Lenovo,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,738.99

MSI,16,intel core i7-13700h,32gb,rtx 4050,No Os/ Linux,1tb ssd,1957.91

MSI,16,intel core i7-1360p,32gb,rtx 4050,No Os/ Linux,1tb ssd,1994.72

Alurin,14.11,intel core i5-1155g7,16gb,integrated graphics,Windows,500gb ssd,559.9

HP,15.6,amd ryzen 5 5625u,16 gb,integrated graphics,No Os/ Linux,512 gb ssd,512.5

HP,15.6,amd ryzen 5 5625u,8gb,integrated graphics,No Os/ Linux,512 gb ssd,493.99

Lenovo,15.6,intel core i5-1235u,8 gb,integrated graphics,No Os/ Linux,256gb ssd,456.99

Lenovo,15.6,intel core i5-12500h,8 gb,integrated graphics,No Os/ Linux,512gb ssd,589

Apple,15.3,m2,16gb,gpu deca core,MacOs,512gb ssd,1949

HP,14,intel core i7-1255u,32gb,integrated graphics,No Os/ Linux,1tb ssd,1831.4

Lenovo,14,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1069

MSI,14,intel core i7-13620h,32gb,rtx 2050,No Os/ Linux,1tb ssd,1159

MSI,16,intel core i9-13950hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,2522.47

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Asus,15.6,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,256gb ssd,499

Apple,15.3,m2,16gb,gpu deca core,MacOs,512gb ssd,1949

HP,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,898.99

HP,15.6,amd ryzen 3 5425u,8gb,integrated graphics,No Os/ Linux,512gb ssd,435

Lenovo,15.6,amd ryzen 7 5700u,16 gb,integrated graphics,No Os/ Linux,1tb ssd,875.09

MSI,13.3,intel core ultra 7 155h,32gb,integrated graphics,No Os/ Linux,1tb ssd,1499

MSI,16,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1599

Lenovo,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,521.01

MSI,16,intel core i9-13980hx,32gb,rtx 4070,No Os/ Linux,2tb ssd,2803.6

MSI,17.3,intel core i9-13900h,32gb,rtx 4080,No Os/ Linux,1tb ssd,2599

MSI,15.6,intel core i5-12450h,16gb,rtx 3050,No Os/ Linux,512gb ssd,679

Asus,16,intel core i9-13980hx,32gb,rtx 4090,No Os/ Linux,1tb ssd,2999

Asus,18,intel core i9-13980hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,3099

Asus,15.6,intel core i9-13900h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1499

Asus,15.6,amd ryzen 5 7520u,8gb,integrated graphics,No Os/ Linux,512gb ssd,499

Apple,13.6,m2,8gb,gpu octa core,MacOs,256gb ssd,1169.01

HP,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,475.99

LG,14,intel core i7-1360p,32gb,integrated graphics,No Os/ Linux,512gb ssd,1499

Microsoft,13,microsoft sq3,16gb,integrated graphics,No Os/ Linux,512gb ssd,2299.5

Asus,17.3,amd ryzen 9 7945hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1899

HP,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,510.12

Lenovo,15.6,amd ryzen 5 5500u,8 gb,integrated graphics,No Os/ Linux,512gb ssd,538.99

Lenovo,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gbssd,538.99

Lenovo,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,619

Asus,15.6,amd ryzen 5 7520u,8gb,radeon 610m,No Os/ Linux,512gb ssd,499

Apple,15.3,m2,16gb,gpu deca core,MacOs,256gb ssd,1748.99

Gigabyte,16,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,2639

HP,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,999

Lenovo,15.6,intel core i5-1235u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,561.99

MSI,16,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1799

Asus,15.6,amd ryzen 7 7735hs,16gb,rtx 4050,No Os/ Linux,512gb ssd,975.16

Dell,15.6,intel core i7-1255u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,908.78

Alurin,15.6,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,500gb ssd,538.86

Lenovo,17.3,intel core i3-1315u,8gb,integrated graphics,No Os/ Linux,256gb ssd,588.47

MSI,17,intel core i7-13700hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,2299

PcCom,15.6.11,intel core i5-13500h,16gb,rtx 4050,Windows,1tb,1159.91

Asus,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,512gb ssd,419

Asus,16,intel core i9-13900h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1975.45

Apple,13.3,m1,8gb,gpu hepta core,MacOs,256gb ssd,988.99

HP,15.6,intel core i3-1215u,8 gb,integrated graphics,No Os/ Linux,512gb ssd,496.32

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Lenovo,15.6,amd ryzen 5 5500u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

Lenovo,15.6,intel core i5-13500h,16gb,rtx 4060,No Os/ Linux,512gb ssd,1319

Lenovo,16,intel core i7-11800h,16gb,rtx a2000,No Os/ Linux,1tb ssd,1608.4

Lenovo,16,intel core i7-1260p,32gb,integrated graphics,No Os/ Linux,1tb ssd,2430.56

Lenovo,16,intel core i7-13700h,16gb,rtx a500,No Os/ Linux,512gb ssd,2172.95

Lenovo,15.6,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,256 gb ssd,440.82

MSI,16,intel core i7-13700h,32gb,rtx 4070,No Os/ Linux,1tb ssd,2475.27

Razer,15.6,intel core i7-12800h,32 gb,rtx 3080ti,No Os/ Linux,1tb ssd,4048.34

Asus,17.3,intel core i7-12700h,16gb,rtx 4050,No Os/ Linux,1tb ssd,1098.99

Deep Gaming,15.6,intel core i7-13700h,64gb,rtx 3050,No Os/ Linux,2tb ssd,1481

Dell,15.6,intel core i3-1115g4,8 gb,integrated graphics,No Os/ Linux,256gb ssd,499

HP,15.6,intel core i3-n305,8gb,integrated graphics,No Os/ Linux,256gb ssd,389

HP,16.1,amd ryzen 7 7840hs,16gb,rtx 4050,No Os/ Linux,512gb ssd,949

Lenovo,13.3,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1726.01

Asus,15.6,intel core i7-12700h,16gb,rtx 3050,No Os/ Linux,512gb ssd,899.01

Gigabyte,17.3,intel core i7-12700h,16gb,rtx 3070ti,No Os/ Linux,2tb ssd,1321.6

Lenovo,16,intel core i7-13700hx,32 gb,rtx 4060,No Os/ Linux,1tb ssd,1949

Apple,13.6,m2,8gb,gpu deca core,MacOs,512 gb ssd,1489

Apple,13.6,m2,8gb,gpu deca core,MacOs,512gb ssd,1489

HP,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,779

Lenovo,15.6,amd ryzen 3 7320u,8 gb,integrated graphics,No Os/ Linux,256gb ssd,377.89

MSI,17.3,intel core i7-13700h,32gb,rtx 4070,No Os/ Linux,1tb ssd,1439

Gigabyte,15.6,intel core i5-13500h,16gb,rtx 4050,No Os/ Linux,1tb ssd,999

Gigabyte,15.6,intel core i5-13500h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1119

Lenovo,15.6,amd ryzen 5 7520u,16gb,integrated graphics,No Os/ Linux,512gb ssd,575.99

Alurin,15.6.11,amd ryzen 5 5500u,8gb,integrated graphics,Windows,500gb ssd,509.89

Alurin,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,1tb ssd,649

Lenovo,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1139

MSI,16,intel core i7-13700h,32gb,rtx 4050,No Os/ Linux,1tb ssd,2010.91

Dell,13,intel core i7-1180g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1630.22

MSI,17.3,intel core i7-13700h,32gb,rtx 4070,No Os/ Linux,1tb ssd,1699

HP,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,1tb ssd,738.98

Lenovo,15.6,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1547.79

Medion,15.6,amd ryzen 5 3500u,8gb,integrated graphics,No Os/ Linux,256gb ssd,358.13

Asus,14,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,64gb emmc,398.99

Asus,16,intel core i9-13980hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,2699

Asus,17.3,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,799

HP,15.6,intel core i7-1355u,32gb,rtx 2050,No Os/ Linux,1tb ssd,1597.26

Lenovo,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,538.99

Lenovo,15.6,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,512gb ssd,459

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

MSI,15.6,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1399

Apple,13.6,m2,16gb,gpu octa core,MacOs,256gb ssd,1638.86

HP,15.6,amd ryzen 5 7530u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,499

HP,17.3,intel core i7-13700hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1449

Lenovo,10.95,qualcomm snapdragon 7c gen 2,8gb,integrated graphics,No Os/ Linux,128gb emmc,468.98

MSI,17.3,intel core i9-13980hx,128gb,rtx 3500,No Os/ Linux,4tb ssd,3799

MSI,17,intel core i9-13980hx,32gb,rtx 4090,No Os/ Linux,2tb ssd,3048.99

Microsoft,13,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,256gb ssd,1601.27

Samsung,14,intel core i7-1360p,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1509.2

Apple,13.6,m2,8gb,gpu deca core,MacOs,512gb ssd,1489

LG,16,intel core i7-1360p,32gb,rtx 3050,No Os/ Linux,512gb ssd,1829

Lenovo,15.6,amd ryzen 5 7520u,8gb,integrated graphics,No Os/ Linux,256gb ssd,479.41

Lenovo,15.6,amd ryzen 5 7520u,8gb,integrated graphics,No Os/ Linux,512gb ssd,493

MSI,17,intel core i9-13980hx,32gb,rtx 4090,No Os/ Linux,1tb ssd,3069

Asus,15.6,amd ryzen 5 7520u,16gb,integrated graphics,No Os/ Linux,512gb ssd,549

Alurin,15.6,amd ryzen 7 5700u,16gb,integrated graphics,No Os/ Linux,1tb ssd,649

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

HP,15.6,intel celeron n4500,4gb,integrated graphics,No Os/ Linux,64gb emmc,291.23

Lenovo,15.6,intel core i3-1215u,8 gb,integrated graphics,No Os/ Linux,256gb ssd,402.11

Lenovo,14,intel core i7-1185g7,16gb,integrated graphics,No Os/ Linux,1tb ssd,1668.74

MSI,14,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1849.94

Medion,16,intel core i9-13900hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1843.28

Asus,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,609.01

Asus,15.6,amd ryzen 3 7320u,8gb,integrated graphics,No Os/ Linux,256gb ssd,399

Asus,15.6,intel core i7-12700h,32gb,rtx 3060,No Os/ Linux,1tb ssd,2258.51

HP,15.6,amd ryzen 5 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,569

Asus,14,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1251.22

Asus,14,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,1tb ssd,1339.56

Acer,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,549

HP,14,pentium silver n6000,8gb,integrated graphics,No Os/ Linux,128gb emmc,448.99

Lenovo,15.6,intel core i7-11800h,16gb,rtx a2000,No Os/ Linux,512gb ssd,1538.09

Lenovo,14,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1492.48

MSI,16,intel core ultra 9 185h,32gb,rtx 4060,No Os/ Linux,2tb ssd,2299

Asus,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,559

Asus,15.6,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,538.99

Asus,15.6,intel core i7-12700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1299

Apple,13.3,m1,16gb,integrated graphics,MacOs,512gb ssd,1399

Asus,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,512gb ssd,444.99

HP,15.6,amd ryzen 3 5425u,8gb,integrated graphics,No Os/ Linux,256gb ssd,432.99

HP,15.6,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,1tb ssd,1299

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

MSI,15.6,intel core i5-12450h,16gb,rtx 4060,No Os/ Linux,1tb ssd,899.01

MSI,15.6,intel core i7-13620h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1500

Asus,18,intel core i9-13980hx,32gb,rtx 4090,No Os/ Linux,2tb ssd,3698.99

HP,14,pentium silver n5030,8gb,integrated graphics,No Os/ Linux,64gb emmc,478.99

Lenovo,15.6,amd ryzen 3 7320u,8gb,integrated graphics,No Os/ Linux,256 gb ssd,378.54

Asus,17.3,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,899.01

Lenovo,14,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,1tb ssd,1912.25

Asus,14,amd ryzen 7 7730u,16gb,integrated graphics,No Os/ Linux,512gb ssd,999

MSI,17.3,amd ryzen 9 7945hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1439

Acer,15.6,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,64gb emmc,279

Lenovo,14,amd ryzen 5 5625u,16gb,integrated graphics,No Os/ Linux,512gb ssd,949

MSI,17.3,intel core i7-13620h,16gb,rtx 4050,No Os/ Linux,1tb ssd,1337.54

Medion,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,369

PcCom,15.6.11,intel core i7-13700h,32gb,rtx 4060,Windows,1tb ssd,1510

Asus,15.6,amd ryzen 7 7735hs,16gb,rtx 4060,No Os/ Linux,1tb ssd,1791.32

HP,14,intel celeron n4120,4gb,integrated graphics,No Os/ Linux,64gb emmc,329

Lenovo,14,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,808.72

Asus,18,intel core i9-13980hx,32gb,rtx 4090,No Os/ Linux,1tb ssd,2999

Asus,15.6,intel core i7-12700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1264.09

Alurin,15.6,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,1tb ssd,532.27

Dell,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1190.43

Lenovo,15.6,amd ryzen 5 5500u,8 gb,integrated graphics,No Os/ Linux,512gb ssd,491.06

Lenovo,15.6,amd ryzen 7 6800h,16gb,rtx 3050ti,No Os/ Linux,512gb ssd,1059

Lenovo,14,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,1tb ssd,1438.85

Asus,18,intel core i9-13980hx,64gb,rtx 4090,No Os/ Linux,2tb ssd,4399

Asus,16,intel core i9-13900h,32gb,rtx 4070,No Os/ Linux,1tb ssd,2199.01

Apple,14,m3 8 n cleos,16gb,gpu 10 n cleos,MacOs,512gb ssd,2129

HP,14,intel celeron n4500,4gb,integrated graphics,No Os/ Linux,64gb emmc,369

LG,15,intel core i7-1360p,32gb,integrated graphics,No Os/ Linux,512gb ssd,1679

MSI,16,intel core i7-13700h,32gb,rtx 4070,No Os/ Linux,1tb ssd,2199.55

PcCom,15.6.11,intel core i7-13700h,16gb,rtx 3050,Windows,1tb ssd,1229.9

Deep Gaming,15.6,intel core i7-13700h,64gb,rtx 3050,No Os/ Linux,1tb ssd,1414

Gigabyte,15.6,intel core i5-13500h,16gb,rtx 4060,No Os/ Linux,512gb ssd,1199

Lenovo,15.6,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,348.99

MSI,16,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1849

Alurin,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,1tb ssd,768.86

Alurin,15.6.11,intel core i7-1255u,16gb,integrated graphics,Windows,1tb ssd,809.9

HP,15.6,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,128gb emmc,374.73

Lenovo,14,amd ryzen 7 5700u,16gb,integrated graphics,No Os/ Linux,512gb ssd,909

Lenovo,15.6,intel core i5-12500h,16 gb,rtx3050ti,No Os/ Linux,512gb ssd,1059

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Samsung,15.6.365.12,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1220.84

Asus,14,intel celeron n4500,8gb,integrated graphics,No Os/ Linux,64gb emmc,379

Asus,14,amd ryzen 5 7530u,16gb,integrated graphics,No Os/ Linux,512gb ssd,799

Lenovo,15.6,amd ryzen 7 5700u,16 gb,integrated graphics,No Os/ Linux,512 gb ssd,569

Lenovo,15.6,intel core i7-12700h,16gb,rtx3060,No Os/ Linux,1tb ssd,1779

Lenovo,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1114.9

MSI,14,intel core i7-13620h,16gb,rtx 2050,No Os/ Linux,1tb ssd,1098.99

Microsoft,13,intel core i5-1245u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1528.43

Lenovo,15.6,amd ryzen 7 5800h,16gb,rtx 3050 ti,No Os/ Linux,512gb ssd,999.81

HP,15.6,intel core i5-1155g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,573.99

HP,15.6,amd ryzen 7 7730u,16gb,integrated graphics,No Os/ Linux,512gb ssd,619

Lenovo,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1219.65

MSI,14,intel core i9-13900h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1849

Apple,16,intel core i9,32gb,radeon pro 5500m,MacOs,2tb ssd,1658.99

HP,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

HP,15.6,amd ryzen 5 5600h,16gb,rtx 3050,No Os/ Linux,512gb ssd,884.01

MSI,17.3,intel core i9-13900h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1575

PcCom,15.6,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1379.99

Razer,14,amd ryzen 9 6900hx,16gb,rtx 3080ti,No Os/ Linux,1tb ssd,1999

Razer,15.6,intel core i7-12800h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1396.3

Asus,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,733.53

Asus,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,409

Gigabyte,16,intel core i7-12700h,16gb,rtx 3070ti,No Os/ Linux,2tb ssd,1999

HP,17.3,intel core i7-1355u,32gb,integrated graphics,No Os/ Linux,1tb ssd,1372.34

HP,14,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1070.2

Asus,15.6,amd ryzen 7 7735hs,16gb,rtx 4050,No Os/ Linux,512gb ssd,999

Asus,15.6,intel core i7-11800h,16gb,rtx 3050ti,No Os/ Linux,512gb ssd,1163.41

Lenovo,15.6,amd ryzen 7 5700u,8 gb,integrated graphics,No Os/ Linux,512gb ssd,689

Lenovo,14,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1001.32

Asus,14,intel core i5-12500h,16gb,integrated graphics,No Os/ Linux,512gb ssd,799

Asus,16,amd ryzen 5 5625u,8gb,integrated graphics,No Os/ Linux,256gb,524.09

LG,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1251.29

Lenovo,15.6,amd ryzen 7 5800h,16gb,rtx 3050,No Os/ Linux,512gb ssd,929

Lenovo,14,intel core i5-8365u,16gb,integrated graphics,No Os/ Linux,256gb ssd,347.94

Microsoft,13,intel core i5-1245u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1277.27

Lenovo,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1014.99

Asus,15.6,intel core i7-12700h,16gb,rtx 4050,No Os/ Linux,512gb ssd,999

Asus,16,intel core i7-12650h,16gb,rtx 3050,No Os/ Linux,512gb ssd,1049

Lenovo,14,intel core i7-1355u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1258.94

Asus,14,amd ryzen 5 5625u,16gb,integrated graphics,No Os/ Linux,512gb ssd,849

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Lenovo,15.6,amd ryzen 7 5825u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1139.83

MSI,15.6,intel core i7-12650h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1699

Acer,15.6,intel core i7-12650h,32gb,rtx 4060,No Os/ Linux,1tb ssd,2201.72

Gigabyte,15.6,intel core i5-12500h,16gb,rtx 4060,No Os/ Linux,512gb ssd,999

HP,15.6,intel core i3-n305,8gb,integrated graphics,No Os/ Linux,256gb ufs,729

HP,13.3,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1199

